Val0, Val1, Val2, Val3, Val4, Val5, Val6, Val7, Val8, Val9, Val10, Val11, Val12, Val13, Val14, Val15, Score, Agent, AgentHeur, Move, Trial 
0, 4, 16, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 52, N/A, N/A, UP, 6
0, 4, 16, 4, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 56, N/A, N/A, RIGHT, 6
0, 4, 16, 4, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 60, N/A, N/A, UP, 6
2, 4, 16, 8, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 68, N/A, N/A, DOWN, 6
0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 8, 2, 2, 16, 2, 68, N/A, N/A, UP, 6
2, 2, 16, 8, 0, 4, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 68, N/A, N/A, RIGHT, 6
0, 4, 16, 8, 0, 0, 4, 2, 2, 0, 0, 4, 0, 0, 0, 0, 76, N/A, N/A, RIGHT, 6
0, 4, 16, 8, 0, 2, 4, 2, 0, 0, 2, 4, 0, 0, 0, 0, 76, N/A, N/A, DOWN, 6
0, 0, 0, 2, 0, 0, 16, 8, 0, 4, 4, 2, 0, 2, 2, 4, 76, N/A, N/A, RIGHT, 6
0, 0, 0, 2, 0, 0, 16, 8, 2, 0, 8, 2, 0, 0, 4, 4, 88, N/A, N/A, LEFT, 6
2, 0, 0, 0, 16, 8, 4, 0, 2, 8, 2, 0, 8, 0, 0, 0, 96, N/A, N/A, DOWN, 6
2, 2, 0, 0, 16, 0, 0, 0, 2, 0, 4, 0, 8, 16, 2, 0, 112, N/A, N/A, DOWN, 6
2, 0, 0, 0, 16, 0, 0, 2, 2, 2, 4, 0, 8, 16, 2, 0, 112, N/A, N/A, DOWN, 6
2, 0, 2, 0, 16, 0, 0, 0, 2, 2, 4, 0, 8, 16, 2, 2, 112, N/A, N/A, DOWN, 6
2, 0, 2, 0, 16, 0, 2, 0, 2, 2, 4, 0, 8, 16, 2, 2, 112, N/A, N/A, DOWN, 6
2, 2, 0, 0, 16, 0, 4, 0, 2, 2, 4, 0, 8, 16, 2, 2, 116, N/A, N/A, DOWN, 6
2, 0, 0, 0, 16, 0, 0, 0, 2, 4, 8, 2, 8, 16, 2, 2, 128, N/A, N/A, RIGHT, 6
0, 0, 0, 2, 0, 2, 0, 16, 2, 4, 8, 2, 0, 8, 16, 4, 132, N/A, N/A, LEFT, 6
2, 0, 0, 2, 2, 16, 0, 0, 2, 4, 8, 2, 8, 16, 4, 0, 132, N/A, N/A, RIGHT, 6
0, 0, 0, 4, 0, 0, 2, 16, 2, 4, 8, 2, 2, 8, 16, 4, 136, N/A, N/A, UP, 6
4, 4, 2, 4, 0, 8, 8, 16, 0, 0, 16, 2, 0, 0, 4, 4, 140, N/A, N/A, LEFT, 6
8, 2, 4, 0, 32, 2, 0, 0, 16, 2, 0, 0, 8, 0, 0, 0, 204, N/A, N/A, RIGHT, 6
0, 8, 2, 4, 0, 0, 32, 2, 0, 0, 16, 2, 2, 0, 0, 8, 204, N/A, N/A, RIGHT, 6
0, 8, 2, 4, 0, 0, 32, 2, 0, 0, 16, 2, 0, 2, 2, 8, 204, N/A, N/A, UP, 6
0, 8, 2, 4, 0, 2, 32, 4, 0, 2, 16, 8, 0, 0, 2, 0, 208, N/A, N/A, DOWN, 6
0, 2, 2, 0, 0, 0, 32, 0, 0, 8, 16, 8, 0, 4, 2, 8, 220, N/A, N/A, RIGHT, 6
0, 0, 2, 4, 0, 0, 0, 32, 0, 8, 16, 8, 0, 4, 2, 8, 224, N/A, N/A, LEFT, 6
2, 4, 0, 0, 32, 0, 0, 0, 8, 16, 8, 0, 4, 2, 8, 2, 224, N/A, N/A, RIGHT, 6
0, 0, 2, 4, 2, 0, 0, 32, 0, 8, 16, 8, 4, 2, 8, 2, 224, N/A, N/A, DOWN, 6
0, 2, 0, 4, 0, 0, 2, 32, 2, 8, 16, 8, 4, 2, 8, 2, 224, N/A, N/A, UP, 6
2, 2, 2, 4, 4, 8, 16, 32, 2, 2, 8, 8, 0, 0, 0, 2, 224, N/A, N/A, RIGHT, 6
0, 2, 4, 4, 4, 8, 16, 32, 0, 0, 4, 16, 2, 0, 0, 2, 248, N/A, N/A, DOWN, 6
0, 2, 0, 4, 0, 0, 4, 32, 4, 2, 16, 16, 2, 8, 4, 2, 248, N/A, N/A, RIGHT, 6
2, 0, 2, 4, 0, 0, 4, 32, 0, 4, 2, 32, 2, 8, 4, 2, 280, N/A, N/A, DOWN, 6
2, 0, 2, 0, 0, 0, 4, 4, 0, 4, 2, 64, 4, 8, 4, 2, 348, N/A, N/A, UP, 6
2, 4, 2, 4, 4, 8, 4, 64, 0, 0, 2, 2, 0, 0, 4, 2, 348, N/A, N/A, LEFT, 6
2, 4, 2, 4, 4, 8, 4, 64, 4, 0, 0, 0, 4, 2, 0, 4, 352, N/A, N/A, UP, 6
2, 4, 2, 4, 8, 8, 4, 64, 4, 2, 0, 4, 0, 2, 0, 0, 360, N/A, N/A, UP, 6
2, 4, 2, 4, 8, 8, 4, 64, 4, 4, 2, 4, 0, 0, 0, 0, 364, N/A, N/A, DOWN, 6
0, 2, 0, 0, 2, 4, 2, 4, 8, 8, 4, 64, 4, 4, 2, 4, 364, N/A, N/A, UP, 6
2, 2, 2, 4, 8, 4, 4, 64, 4, 8, 2, 4, 0, 4, 2, 0, 364, N/A, N/A, DOWN, 6
0, 2, 0, 2, 2, 4, 0, 4, 8, 8, 2, 64, 4, 4, 8, 4, 376, N/A, N/A, UP, 6
2, 2, 2, 2, 8, 4, 8, 4, 4, 8, 0, 64, 0, 4, 2, 4, 376, N/A, N/A, DOWN, 6
4, 2, 0, 2, 2, 4, 2, 4, 8, 8, 8, 64, 4, 4, 2, 4, 376, N/A, N/A, RIGHT, 6
2, 0, 0, 8, 2, 4, 2, 4, 0, 8, 16, 64, 0, 8, 2, 4, 412, N/A, N/A, UP, 6
4, 4, 2, 8, 0, 16, 16, 4, 0, 4, 2, 64, 0, 0, 0, 4, 432, N/A, N/A, LEFT, 6
8, 2, 8, 0, 32, 4, 2, 0, 4, 2, 64, 0, 4, 0, 0, 0, 472, N/A, N/A, RIGHT, 6
0, 8, 2, 8, 0, 32, 4, 2, 0, 4, 2, 64, 0, 2, 0, 4, 472, N/A, N/A, RIGHT, 6
0, 8, 2, 8, 0, 32, 4, 2, 0, 4, 2, 64, 2, 0, 2, 4, 472, N/A, N/A, DOWN, 6
0, 0, 0, 8, 0, 8, 0, 2, 2, 32, 2, 64, 2, 4, 8, 4, 484, N/A, N/A, RIGHT, 6
0, 2, 0, 8, 0, 0, 8, 2, 2, 32, 2, 64, 2, 4, 8, 4, 484, N/A, N/A, LEFT, 6
2, 8, 0, 4, 8, 2, 0, 0, 2, 32, 2, 64, 2, 4, 8, 4, 484, N/A, N/A, UP, 6
2, 8, 2, 4, 8, 2, 8, 64, 4, 32, 2, 4, 0, 4, 0, 0, 488, N/A, N/A, DOWN, 6
0, 8, 2, 0, 2, 2, 2, 4, 8, 32, 8, 64, 4, 4, 2, 4, 488, N/A, N/A, RIGHT, 6
0, 0, 8, 2, 0, 2, 4, 4, 8, 32, 8, 64, 2, 8, 2, 4, 500, N/A, N/A, LEFT, 6
8, 2, 4, 0, 2, 8, 0, 0, 8, 32, 8, 64, 2, 8, 2, 4, 508, N/A, N/A, RIGHT, 6
2, 8, 2, 4, 0, 0, 2, 8, 8, 32, 8, 64, 2, 8, 2, 4, 508, N/A, N/A, DOWN, 6
2, 0, 0, 4, 2, 8, 4, 8, 8, 32, 8, 64, 2, 8, 2, 4, 512, N/A, N/A, LEFT, 6
2, 4, 2, 0, 2, 8, 4, 8, 8, 32, 8, 64, 2, 8, 2, 4, 512, N/A, N/A, UP, 6
4, 4, 2, 8, 8, 8, 4, 64, 2, 32, 8, 4, 2, 8, 2, 0, 516, N/A, N/A, UP, 6
4, 4, 2, 8, 8, 8, 4, 64, 4, 32, 8, 4, 0, 8, 2, 2, 520, N/A, N/A, DOWN, 6
2, 4, 2, 8, 4, 8, 4, 64, 8, 32, 8, 4, 4, 8, 2, 2, 520, N/A, N/A, RIGHT, 6
2, 4, 2, 8, 4, 8, 4, 64, 8, 32, 8, 4, 2, 4, 8, 4, 524, N/A, N/A, UP, 6
2, 4, 2, 8, 4, 8, 4, 64, 8, 32, 16, 8, 2, 4, 2, 0, 548, N/A, N/A, RIGHT, 6
2, 4, 2, 8, 4, 8, 4, 64, 8, 32, 16, 8, 2, 2, 4, 2, 548, N/A, N/A, RIGHT, 6
2, 4, 2, 8, 4, 8, 4, 64, 8, 32, 16, 8, 2, 4, 4, 2, 552, N/A, N/A, LEFT, 6
2, 4, 2, 8, 4, 8, 4, 64, 8, 32, 16, 8, 2, 8, 2, 2, 560, N/A, N/A, LEFT, 6
2, 4, 2, 8, 4, 8, 4, 64, 8, 32, 16, 8, 2, 8, 4, 4, 564, N/A, N/A, RIGHT, 6
2, 4, 2, 8, 4, 8, 4, 64, 8, 32, 16, 8, 0, 2, 2, 16, 588, N/A, N/A, DOWN, 6
2, 4, 2, 8, 2, 8, 4, 64, 4, 32, 16, 8, 8, 2, 2, 16, 588, N/A, N/A, DOWN, 6
2, 4, 2, 8, 4, 8, 4, 64, 4, 32, 16, 8, 8, 2, 2, 16, 592, N/A, N/A, RIGHT, 6
2, 4, 2, 8, 4, 8, 4, 64, 4, 32, 16, 8, 2, 8, 4, 16, 596, N/A, N/A, DOWN, 6
2, 4, 2, 8, 2, 8, 4, 64, 8, 32, 16, 8, 2, 8, 4, 16, 604, N/A, N/A, DOWN, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, N/A, N/A, RIGHT, 7
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, N/A, N/A, LEFT, 7
0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, N/A, N/A, UP, 7
4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, N/A, N/A, UP, 7
4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, N/A, N/A, UP, 7
4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, N/A, N/A, LEFT, 7
4, 4, 2, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 8, N/A, N/A, RIGHT, 7
4, 0, 8, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 16, N/A, N/A, RIGHT, 7
0, 4, 8, 2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 16, N/A, N/A, UP, 7
2, 4, 8, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 20, N/A, N/A, DOWN, 7
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 8, 2, 24, N/A, N/A, LEFT, 7
2, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 16, 2, 0, 0, 48, N/A, N/A, DOWN, 7
0, 0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 0, 16, 2, 0, 2, 48, N/A, N/A, UP, 7
2, 2, 0, 4, 4, 0, 0, 0, 16, 2, 0, 0, 0, 0, 0, 0, 52, N/A, N/A, UP, 7
2, 4, 2, 4, 4, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 56, N/A, N/A, DOWN, 7
0, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 16, 4, 2, 4, 56, N/A, N/A, LEFT, 7
0, 0, 0, 0, 4, 2, 0, 0, 4, 0, 0, 0, 16, 4, 2, 4, 60, N/A, N/A, UP, 7
8, 2, 2, 4, 16, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 68, N/A, N/A, UP, 7
8, 2, 2, 4, 16, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 68, N/A, N/A, LEFT, 7
8, 8, 0, 0, 16, 4, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 84, N/A, N/A, UP, 7
8, 8, 4, 0, 16, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 84, N/A, N/A, LEFT, 7
16, 4, 0, 0, 16, 4, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 104, N/A, N/A, UP, 7
32, 8, 2, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 144, N/A, N/A, LEFT, 7
32, 8, 2, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 144, N/A, N/A, DOWN, 7
0, 0, 0, 0, 4, 0, 0, 0, 32, 0, 0, 0, 8, 8, 4, 0, 156, N/A, N/A, LEFT, 7
0, 0, 0, 0, 4, 0, 0, 2, 32, 0, 0, 0, 16, 4, 0, 0, 172, N/A, N/A, RIGHT, 7
0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 0, 32, 0, 0, 16, 4, 172, N/A, N/A, LEFT, 7
2, 0, 0, 0, 4, 2, 0, 0, 32, 0, 4, 0, 16, 4, 0, 0, 172, N/A, N/A, DOWN, 7
2, 0, 0, 0, 4, 0, 0, 0, 32, 2, 0, 0, 16, 4, 4, 2, 172, N/A, N/A, LEFT, 7
2, 0, 0, 0, 4, 0, 0, 2, 32, 2, 0, 0, 16, 8, 2, 0, 180, N/A, N/A, LEFT, 7
2, 0, 0, 4, 4, 2, 0, 0, 32, 2, 0, 0, 16, 8, 2, 0, 180, N/A, N/A, DOWN, 7
2, 0, 0, 0, 4, 0, 0, 0, 32, 4, 2, 0, 16, 8, 2, 4, 184, N/A, N/A, DOWN, 7
2, 0, 0, 0, 4, 0, 0, 0, 32, 4, 0, 2, 16, 8, 4, 4, 188, N/A, N/A, UP, 7
2, 4, 4, 2, 4, 8, 2, 4, 32, 0, 0, 0, 16, 0, 0, 0, 188, N/A, N/A, LEFT, 7
2, 8, 2, 0, 4, 8, 2, 4, 32, 0, 0, 4, 16, 0, 0, 0, 196, N/A, N/A, RIGHT, 7
0, 2, 8, 2, 4, 8, 2, 4, 0, 0, 32, 4, 0, 0, 2, 16, 196, N/A, N/A, LEFT, 7
2, 8, 2, 0, 4, 8, 2, 4, 32, 4, 0, 2, 2, 16, 0, 0, 196, N/A, N/A, LEFT, 7
2, 8, 2, 0, 4, 8, 2, 4, 32, 4, 2, 0, 2, 16, 0, 2, 196, N/A, N/A, UP, 7
2, 16, 4, 4, 4, 4, 2, 2, 32, 16, 0, 0, 2, 2, 0, 0, 216, N/A, N/A, DOWN, 7
2, 16, 0, 0, 4, 4, 2, 0, 32, 16, 4, 4, 2, 2, 2, 2, 216, N/A, N/A, RIGHT, 7
0, 0, 2, 16, 0, 0, 8, 2, 0, 32, 16, 8, 0, 2, 4, 4, 240, N/A, N/A, UP, 7
0, 32, 2, 16, 0, 2, 8, 2, 2, 0, 16, 8, 0, 0, 4, 4, 240, N/A, N/A, LEFT, 7
32, 2, 16, 0, 2, 8, 2, 0, 2, 16, 8, 0, 8, 0, 0, 2, 248, N/A, N/A, LEFT, 7
32, 2, 16, 2, 2, 8, 2, 0, 2, 16, 8, 0, 8, 2, 0, 0, 248, N/A, N/A, RIGHT, 7
32, 2, 16, 2, 2, 2, 8, 2, 0, 2, 16, 8, 0, 0, 8, 2, 248, N/A, N/A, LEFT, 7
32, 2, 16, 2, 4, 8, 2, 0, 2, 16, 8, 0, 8, 2, 0, 2, 252, N/A, N/A, LEFT, 7
32, 2, 16, 2, 4, 8, 2, 0, 2, 16, 8, 0, 8, 4, 0, 2, 256, N/A, N/A, DOWN, 7
32, 2, 0, 0, 4, 8, 16, 2, 2, 16, 2, 0, 8, 4, 8, 4, 260, N/A, N/A, UP, 7
32, 2, 16, 2, 4, 8, 2, 4, 2, 16, 8, 0, 8, 4, 2, 0, 260, N/A, N/A, RIGHT, 7
32, 2, 16, 2, 4, 8, 2, 4, 2, 2, 16, 8, 0, 8, 4, 2, 260, N/A, N/A, LEFT, 7
32, 2, 16, 2, 4, 8, 2, 4, 4, 16, 8, 0, 8, 4, 2, 2, 264, N/A, N/A, UP, 7
32, 2, 16, 2, 16, 8, 2, 4, 0, 16, 8, 2, 0, 4, 2, 2, 288, N/A, N/A, DOWN, 7
2, 2, 16, 0, 0, 8, 2, 0, 32, 16, 8, 2, 16, 4, 2, 8, 300, N/A, N/A, LEFT, 7
4, 16, 0, 0, 8, 2, 0, 2, 32, 16, 8, 2, 16, 4, 2, 8, 304, N/A, N/A, DOWN, 7
4, 16, 0, 0, 8, 2, 0, 4, 32, 16, 8, 4, 16, 4, 2, 8, 308, N/A, N/A, UP, 7
4, 16, 8, 16, 8, 2, 2, 0, 32, 16, 2, 0, 16, 4, 0, 0, 332, N/A, N/A, LEFT, 7
4, 16, 8, 16, 8, 4, 0, 0, 32, 16, 2, 0, 16, 4, 0, 2, 336, N/A, N/A, LEFT, 7
4, 16, 8, 16, 8, 4, 0, 0, 32, 16, 2, 2, 16, 4, 2, 0, 336, N/A, N/A, RIGHT, 7
4, 16, 8, 16, 2, 0, 8, 4, 0, 32, 16, 4, 0, 16, 4, 2, 340, N/A, N/A, LEFT, 7
4, 16, 8, 16, 2, 8, 4, 0, 32, 16, 4, 0, 16, 4, 2, 2, 340, N/A, N/A, UP, 7
4, 16, 8, 16, 2, 8, 8, 2, 32, 16, 2, 0, 16, 4, 2, 0, 348, N/A, N/A, RIGHT, 7
4, 16, 8, 16, 0, 2, 16, 2, 0, 32, 16, 2, 2, 16, 4, 2, 364, N/A, N/A, UP, 7
4, 16, 8, 16, 2, 2, 32, 4, 0, 32, 4, 2, 0, 16, 2, 0, 400, N/A, N/A, DOWN, 7
0, 16, 8, 2, 0, 2, 32, 16, 4, 32, 4, 4, 2, 16, 2, 2, 400, N/A, N/A, RIGHT, 7
0, 16, 8, 2, 0, 2, 32, 16, 0, 4, 32, 8, 2, 2, 16, 4, 412, N/A, N/A, RIGHT, 7
0, 16, 8, 2, 0, 2, 32, 16, 2, 4, 32, 8, 0, 4, 16, 4, 416, N/A, N/A, UP, 7
2, 16, 8, 2, 0, 2, 64, 16, 2, 8, 16, 8, 0, 0, 0, 4, 488, N/A, N/A, DOWN, 7
0, 0, 2, 2, 0, 16, 8, 16, 0, 2, 64, 8, 4, 8, 16, 4, 492, N/A, N/A, LEFT, 7
4, 0, 0, 2, 16, 8, 16, 0, 2, 64, 8, 0, 4, 8, 16, 4, 496, N/A, N/A, RIGHT, 7
0, 0, 4, 2, 2, 16, 8, 16, 0, 2, 64, 8, 4, 8, 16, 4, 496, N/A, N/A, UP, 7
2, 16, 4, 2, 4, 2, 8, 16, 0, 8, 64, 8, 2, 0, 16, 4, 496, N/A, N/A, LEFT, 7
2, 16, 4, 2, 4, 2, 8, 16, 8, 64, 8, 0, 2, 16, 4, 2, 496, N/A, N/A, RIGHT, 7
2, 16, 4, 2, 4, 2, 8, 16, 2, 8, 64, 8, 2, 16, 4, 2, 496, N/A, N/A, UP, 7
2, 16, 4, 2, 4, 2, 8, 16, 4, 8, 64, 8, 2, 16, 4, 2, 500, N/A, N/A, UP, 7
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, N/A, N/A, DOWN, 8
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, N/A, N/A, DOWN, 8
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 4, N/A, N/A, UP, 8
0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, N/A, N/A, DOWN, 8
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 2, 2, 0, 4, N/A, N/A, UP, 8
0, 2, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, N/A, N/A, RIGHT, 8
0, 0, 0, 4, 0, 0, 2, 4, 0, 0, 2, 2, 0, 0, 0, 0, 8, N/A, N/A, RIGHT, 8
0, 0, 0, 4, 0, 0, 2, 4, 0, 0, 0, 4, 0, 2, 0, 0, 12, N/A, N/A, UP, 8
0, 2, 2, 8, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 20, N/A, N/A, RIGHT, 8
0, 0, 4, 8, 0, 0, 0, 4, 4, 0, 0, 2, 0, 0, 0, 0, 24, N/A, N/A, DOWN, 8
2, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 4, 0, 4, 2, 24, N/A, N/A, DOWN, 8
0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 2, 4, 4, 0, 4, 2, 24, N/A, N/A, RIGHT, 8
0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4, 4, 0, 2, 8, 2, 36, N/A, N/A, LEFT, 8
0, 2, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 2, 8, 2, 0, 44, N/A, N/A, LEFT, 8
2, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 2, 8, 2, 2, 44, N/A, N/A, LEFT, 8
2, 0, 0, 0, 8, 0, 0, 0, 8, 2, 0, 0, 2, 8, 4, 0, 48, N/A, N/A, UP, 8
2, 2, 4, 0, 16, 8, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 64, N/A, N/A, DOWN, 8
0, 2, 0, 0, 2, 0, 0, 0, 16, 2, 4, 0, 2, 8, 2, 0, 64, N/A, N/A, UP, 8
2, 4, 4, 0, 16, 8, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 68, N/A, N/A, LEFT, 8
2, 8, 0, 0, 16, 8, 4, 0, 2, 2, 0, 0, 0, 0, 0, 0, 80, N/A, N/A, LEFT, 8
2, 8, 0, 0, 16, 8, 4, 0, 4, 2, 0, 0, 0, 0, 0, 0, 84, N/A, N/A, RIGHT, 8
0, 0, 2, 8, 2, 16, 8, 4, 0, 0, 4, 2, 0, 0, 0, 0, 84, N/A, N/A, UP, 8
2, 16, 2, 8, 0, 0, 8, 4, 0, 0, 4, 2, 0, 2, 0, 0, 84, N/A, N/A, RIGHT, 8
2, 16, 2, 8, 0, 0, 8, 4, 0, 2, 4, 2, 0, 0, 0, 2, 84, N/A, N/A, UP, 8
2, 16, 2, 8, 0, 2, 8, 4, 0, 0, 4, 4, 0, 0, 2, 0, 88, N/A, N/A, DOWN, 8
0, 0, 2, 0, 2, 0, 8, 0, 0, 16, 4, 0, 2, 2, 2, 16, 112, N/A, N/A, UP, 8
4, 16, 2, 16, 0, 2, 8, 0, 2, 0, 4, 0, 0, 0, 2, 0, 116, N/A, N/A, LEFT, 8
4, 16, 2, 16, 2, 8, 2, 0, 2, 4, 0, 0, 2, 0, 0, 0, 116, N/A, N/A, DOWN, 8
0, 0, 0, 0, 4, 16, 2, 0, 2, 8, 0, 0, 4, 4, 4, 16, 124, N/A, N/A, DOWN, 8
0, 0, 0, 0, 4, 16, 0, 4, 2, 8, 2, 0, 4, 4, 4, 16, 124, N/A, N/A, LEFT, 8
2, 0, 0, 0, 4, 16, 4, 0, 2, 8, 2, 0, 8, 4, 16, 0, 132, N/A, N/A, UP, 8
2, 16, 4, 0, 4, 8, 2, 0, 2, 4, 16, 0, 8, 0, 2, 0, 132, N/A, N/A, DOWN, 8
2, 0, 4, 2, 4, 16, 2, 0, 2, 8, 16, 0, 8, 4, 2, 0, 132, N/A, N/A, UP, 8
