Val0, Val1, Val2, Val3, Val4, Val5, Val6, Val7, Val8, Val9, Val10, Val11, Val12, Val13, Val14, Val15, Score, Agent, AgentHeur, Move, Trial 
2, 16, 4, 2, 4, 8, 2, 0, 2, 4, 16, 0, 8, 2, 2, 0, 132, N/A, N/A, DOWN, 8
2, 16, 4, 0, 4, 8, 2, 2, 2, 4, 16, 0, 8, 2, 2, 2, 132, N/A, N/A, LEFT, 8
2, 16, 4, 0, 4, 8, 4, 2, 2, 4, 16, 0, 8, 4, 2, 0, 140, N/A, N/A, RIGHT, 8
0, 2, 16, 4, 4, 8, 4, 2, 0, 2, 4, 16, 4, 8, 4, 2, 140, N/A, N/A, LEFT, 8
2, 16, 4, 0, 4, 8, 4, 2, 2, 4, 16, 2, 4, 8, 4, 2, 140, N/A, N/A, UP, 8
2, 16, 8, 4, 4, 8, 16, 2, 2, 4, 4, 2, 4, 8, 0, 0, 152, N/A, N/A, DOWN, 8
2, 16, 0, 0, 4, 8, 8, 0, 2, 4, 16, 2, 4, 8, 4, 8, 164, N/A, N/A, RIGHT, 8
0, 2, 2, 16, 0, 0, 4, 16, 2, 4, 16, 2, 4, 8, 4, 8, 180, N/A, N/A, UP, 8
2, 2, 2, 32, 4, 4, 4, 2, 0, 8, 16, 8, 0, 0, 4, 4, 212, N/A, N/A, RIGHT, 8
0, 2, 4, 32, 0, 4, 8, 2, 2, 8, 16, 8, 0, 0, 0, 8, 232, N/A, N/A, UP, 8
2, 2, 4, 32, 0, 4, 8, 2, 0, 8, 16, 16, 0, 2, 0, 0, 248, N/A, N/A, LEFT, 8
8, 32, 0, 0, 4, 8, 2, 0, 8, 32, 0, 0, 2, 0, 2, 0, 292, N/A, N/A, UP, 8
8, 32, 4, 0, 4, 8, 0, 2, 8, 32, 0, 0, 2, 0, 0, 0, 296, N/A, N/A, DOWN, 8
8, 0, 0, 0, 4, 32, 0, 4, 8, 8, 0, 0, 2, 32, 4, 2, 296, N/A, N/A, UP, 8
8, 32, 4, 4, 4, 8, 2, 2, 8, 32, 0, 0, 2, 0, 0, 0, 296, N/A, N/A, DOWN, 8
8, 0, 0, 0, 4, 32, 2, 0, 8, 8, 4, 4, 2, 32, 2, 2, 296, N/A, N/A, LEFT, 8
8, 0, 0, 0, 4, 32, 2, 0, 16, 8, 2, 0, 2, 32, 4, 0, 324, N/A, N/A, UP, 8
8, 32, 8, 0, 4, 8, 0, 0, 16, 32, 0, 0, 2, 0, 2, 0, 336, N/A, N/A, RIGHT, 8
0, 8, 32, 8, 0, 0, 4, 8, 0, 0, 16, 32, 2, 0, 0, 4, 340, N/A, N/A, UP, 8
2, 8, 32, 16, 2, 0, 4, 32, 0, 0, 16, 4, 0, 0, 0, 0, 356, N/A, N/A, DOWN, 8
0, 0, 0, 2, 0, 0, 32, 16, 0, 0, 4, 32, 4, 8, 16, 4, 360, N/A, N/A, LEFT, 8
2, 0, 0, 0, 32, 16, 2, 0, 4, 32, 0, 0, 4, 8, 16, 4, 360, N/A, N/A, DOWN, 8
0, 2, 0, 0, 2, 16, 0, 0, 32, 32, 2, 0, 8, 8, 16, 4, 368, N/A, N/A, RIGHT, 8
0, 0, 4, 2, 0, 0, 2, 16, 0, 0, 64, 2, 0, 16, 16, 4, 448, N/A, N/A, LEFT, 8
4, 2, 0, 0, 2, 16, 0, 2, 64, 2, 0, 0, 32, 4, 0, 0, 480, N/A, N/A, RIGHT, 8
0, 0, 4, 2, 0, 2, 16, 2, 0, 0, 64, 2, 2, 0, 32, 4, 480, N/A, N/A, RIGHT, 8
0, 0, 4, 2, 0, 2, 16, 2, 2, 0, 64, 2, 0, 2, 32, 4, 480, N/A, N/A, UP, 8
2, 4, 4, 4, 0, 0, 16, 2, 0, 2, 64, 4, 0, 0, 32, 0, 488, N/A, N/A, RIGHT, 8
0, 2, 4, 8, 0, 2, 16, 2, 0, 2, 64, 4, 0, 0, 0, 32, 496, N/A, N/A, UP, 8
2, 4, 4, 8, 0, 2, 16, 2, 0, 0, 64, 4, 0, 0, 0, 32, 500, N/A, N/A, RIGHT, 8
0, 2, 8, 8, 2, 2, 16, 2, 0, 0, 64, 4, 0, 0, 0, 32, 508, N/A, N/A, LEFT, 8
2, 16, 0, 0, 4, 16, 2, 0, 64, 4, 0, 0, 32, 0, 0, 2, 528, N/A, N/A, LEFT, 8
2, 16, 0, 0, 4, 16, 2, 0, 64, 4, 0, 2, 32, 2, 0, 0, 528, N/A, N/A, LEFT, 8
2, 16, 0, 2, 4, 16, 2, 0, 64, 4, 2, 0, 32, 2, 0, 0, 528, N/A, N/A, UP, 8
2, 32, 4, 2, 4, 4, 2, 0, 64, 2, 0, 0, 32, 0, 0, 0, 564, N/A, N/A, DOWN, 8
2, 2, 0, 0, 4, 32, 0, 0, 64, 4, 4, 0, 32, 2, 2, 2, 564, N/A, N/A, UP, 8
2, 2, 4, 2, 4, 32, 2, 0, 64, 4, 0, 0, 32, 2, 2, 0, 564, N/A, N/A, LEFT, 8
8, 2, 0, 0, 4, 32, 2, 0, 64, 4, 0, 2, 32, 4, 0, 0, 580, N/A, N/A, RIGHT, 8
0, 0, 8, 2, 0, 4, 32, 2, 2, 64, 4, 2, 0, 0, 32, 4, 580, N/A, N/A, LEFT, 8
8, 2, 0, 0, 4, 32, 2, 2, 2, 64, 4, 2, 32, 4, 0, 0, 580, N/A, N/A, UP, 8
8, 2, 2, 4, 4, 32, 4, 0, 2, 64, 2, 0, 32, 4, 0, 0, 584, N/A, N/A, DOWN, 8
8, 2, 0, 0, 4, 32, 2, 0, 2, 64, 4, 2, 32, 4, 2, 4, 584, N/A, N/A, UP, 8
8, 2, 2, 2, 4, 32, 4, 4, 2, 64, 2, 0, 32, 4, 0, 2, 584, N/A, N/A, LEFT, 8
8, 4, 2, 0, 4, 32, 8, 0, 2, 64, 2, 2, 32, 4, 2, 0, 596, N/A, N/A, DOWN, 8
8, 4, 0, 0, 4, 32, 2, 0, 2, 64, 8, 2, 32, 4, 4, 2, 600, N/A, N/A, LEFT, 8
8, 4, 0, 0, 4, 32, 2, 0, 2, 64, 8, 2, 32, 8, 2, 2, 608, N/A, N/A, LEFT, 8
8, 4, 0, 4, 4, 32, 2, 0, 2, 64, 8, 2, 32, 8, 4, 0, 612, N/A, N/A, DOWN, 8
8, 4, 0, 2, 4, 32, 2, 0, 2, 64, 8, 4, 32, 8, 4, 2, 612, N/A, N/A, LEFT, 8
8, 4, 2, 0, 4, 32, 2, 2, 2, 64, 8, 4, 32, 8, 4, 2, 612, N/A, N/A, RIGHT, 8
0, 8, 4, 2, 2, 4, 32, 4, 2, 64, 8, 4, 32, 8, 4, 2, 616, N/A, N/A, DOWN, 8
0, 8, 4, 0, 2, 4, 32, 2, 4, 64, 8, 8, 32, 8, 4, 2, 628, N/A, N/A, UP, 8
2, 8, 4, 2, 4, 4, 32, 8, 32, 64, 8, 2, 0, 8, 4, 2, 628, N/A, N/A, RIGHT, 8
2, 8, 4, 2, 0, 8, 32, 8, 32, 64, 8, 2, 2, 8, 4, 2, 636, N/A, N/A, LEFT, 8
2, 8, 4, 2, 8, 32, 8, 2, 32, 64, 8, 2, 2, 8, 4, 2, 636, N/A, N/A, DOWN, 8
2, 8, 0, 2, 8, 32, 4, 0, 32, 64, 16, 4, 2, 8, 4, 4, 660, N/A, N/A, DOWN, 8
2, 8, 0, 0, 8, 32, 4, 2, 32, 64, 16, 2, 2, 8, 4, 8, 668, N/A, N/A, UP, 8
2, 8, 4, 4, 8, 32, 16, 8, 32, 64, 4, 2, 2, 8, 0, 0, 672, N/A, N/A, RIGHT, 8
2, 0, 2, 16, 8, 32, 16, 8, 32, 64, 4, 2, 0, 0, 2, 8, 696, N/A, N/A, DOWN, 8
0, 0, 2, 16, 2, 2, 16, 8, 8, 32, 4, 2, 32, 64, 2, 8, 696, N/A, N/A, RIGHT, 8
0, 2, 2, 16, 0, 4, 16, 8, 8, 32, 4, 2, 32, 64, 2, 8, 700, N/A, N/A, UP, 8
8, 2, 2, 16, 32, 4, 16, 8, 2, 32, 4, 2, 0, 64, 2, 8, 700, N/A, N/A, RIGHT, 8
0, 8, 4, 16, 32, 4, 16, 8, 2, 32, 4, 2, 4, 64, 2, 8, 704, N/A, N/A, UP, 8
0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, N/A, N/A, DOWN, 9
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, N/A, N/A, RIGHT, 9
0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, N/A, N/A, DOWN, 9
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 4, 0, N/A, N/A, UP, 9
0, 2, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, N/A, N/A, LEFT, 9
2, 8, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 12, N/A, N/A, DOWN, 9
0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 2, 0, 16, N/A, N/A, LEFT, 9
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 8, 2, 0, 16, N/A, N/A, UP, 9
2, 8, 4, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 20, N/A, N/A, DOWN, 9
0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 4, 8, 4, 2, 20, N/A, N/A, UP, 9
2, 2, 4, 2, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, N/A, N/A, RIGHT, 9
0, 4, 4, 2, 0, 0, 4, 8, 0, 4, 0, 0, 0, 0, 0, 2, 24, N/A, N/A, RIGHT, 9
0, 0, 8, 2, 0, 0, 4, 8, 0, 0, 2, 4, 0, 0, 0, 2, 32, N/A, N/A, DOWN, 9
0, 0, 0, 2, 0, 0, 8, 8, 0, 0, 4, 4, 0, 2, 2, 2, 32, N/A, N/A, RIGHT, 9
2, 0, 0, 2, 0, 0, 0, 16, 0, 0, 0, 8, 0, 0, 2, 4, 60, N/A, N/A, UP, 9
2, 0, 2, 2, 0, 0, 0, 16, 0, 2, 0, 8, 0, 0, 0, 4, 60, N/A, N/A, RIGHT, 9
0, 0, 2, 4, 0, 0, 0, 16, 0, 0, 2, 8, 2, 0, 0, 4, 64, N/A, N/A, DOWN, 9
0, 0, 0, 4, 2, 0, 0, 16, 0, 0, 0, 8, 2, 0, 4, 4, 68, N/A, N/A, DOWN, 9
0, 0, 0, 4, 0, 0, 0, 16, 0, 0, 2, 8, 4, 0, 4, 4, 72, N/A, N/A, RIGHT, 9
0, 0, 0, 4, 0, 0, 0, 16, 0, 0, 2, 8, 0, 2, 4, 8, 80, N/A, N/A, LEFT, 9
4, 2, 0, 0, 16, 0, 0, 0, 2, 8, 0, 0, 2, 4, 8, 0, 80, N/A, N/A, DOWN, 9
0, 0, 2, 0, 4, 2, 0, 0, 16, 8, 0, 0, 4, 4, 8, 0, 84, N/A, N/A, RIGHT, 9
0, 0, 0, 2, 0, 2, 4, 2, 0, 0, 16, 8, 0, 0, 8, 8, 92, N/A, N/A, LEFT, 9
2, 0, 0, 0, 2, 4, 2, 2, 16, 8, 0, 0, 16, 0, 0, 0, 108, N/A, N/A, LEFT, 9
2, 0, 0, 0, 2, 4, 4, 2, 16, 8, 0, 0, 16, 0, 0, 0, 112, N/A, N/A, UP, 9
4, 4, 4, 2, 32, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 148, N/A, N/A, UP, 9
4, 4, 4, 2, 32, 8, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 148, N/A, N/A, LEFT, 9
8, 4, 2, 0, 32, 8, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 156, N/A, N/A, UP, 9
8, 4, 4, 2, 32, 8, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 160, N/A, N/A, RIGHT, 9
0, 0, 16, 2, 0, 32, 8, 2, 0, 0, 0, 2, 0, 0, 2, 0, 184, N/A, N/A, LEFT, 9
16, 2, 2, 0, 32, 8, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 184, N/A, N/A, RIGHT, 9
0, 0, 16, 4, 0, 32, 8, 2, 2, 0, 0, 2, 0, 0, 0, 2, 188, N/A, N/A, LEFT, 9
16, 4, 0, 0, 32, 8, 2, 0, 4, 0, 2, 0, 2, 0, 0, 0, 192, N/A, N/A, RIGHT, 9
0, 0, 16, 4, 2, 32, 8, 2, 0, 0, 4, 2, 0, 0, 0, 2, 192, N/A, N/A, UP, 9
2, 32, 16, 4, 0, 2, 8, 4, 0, 0, 4, 2, 0, 0, 0, 0, 196, N/A, N/A, UP, 9
2, 32, 16, 8, 0, 2, 8, 2, 0, 0, 4, 0, 0, 0, 2, 0, 204, N/A, N/A, LEFT, 9
2, 32, 16, 8, 2, 8, 2, 2, 4, 0, 0, 0, 2, 0, 0, 0, 204, N/A, N/A, UP, 9
8, 32, 16, 8, 2, 8, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 216, N/A, N/A, RIGHT, 9
8, 32, 16, 8, 0, 2, 8, 4, 2, 0, 0, 0, 0, 0, 0, 2, 220, N/A, N/A, LEFT, 9
8, 32, 16, 8, 2, 8, 4, 0, 2, 0, 0, 0, 2, 0, 0, 2, 220, N/A, N/A, UP, 9
8, 32, 16, 8, 4, 8, 4, 2, 2, 0, 2, 0, 0, 0, 0, 0, 224, N/A, N/A, LEFT, 9
8, 32, 16, 8, 4, 8, 4, 2, 4, 0, 0, 0, 0, 0, 0, 2, 228, N/A, N/A, DOWN, 9
0, 0, 0, 0, 0, 0, 0, 2, 0, 32, 16, 8, 16, 8, 4, 4, 256, N/A, N/A, UP, 9
16, 32, 16, 2, 0, 8, 4, 8, 0, 2, 0, 4, 0, 0, 0, 0, 256, N/A, N/A, RIGHT, 9
16, 32, 16, 2, 0, 8, 4, 8, 0, 2, 2, 4, 0, 0, 0, 0, 256, N/A, N/A, LEFT, 9
16, 32, 16, 2, 8, 4, 8, 0, 8, 0, 0, 4, 0, 0, 0, 0, 268, N/A, N/A, DOWN, 9
0, 0, 2, 0, 0, 0, 0, 0, 0, 32, 16, 2, 32, 4, 8, 4, 316, N/A, N/A, RIGHT, 9
0, 0, 0, 2, 0, 0, 0, 0, 2, 32, 16, 2, 32, 4, 8, 4, 316, N/A, N/A, UP, 9
2, 32, 16, 8, 32, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 328, N/A, N/A, RIGHT, 9
2, 32, 16, 8, 0, 32, 4, 8, 0, 0, 0, 0, 0, 0, 2, 2, 328, N/A, N/A, LEFT, 9
2, 32, 16, 8, 32, 4, 8, 0, 0, 0, 2, 0, 4, 0, 0, 0, 332, N/A, N/A, RIGHT, 9
2, 32, 16, 8, 0, 32, 4, 8, 0, 0, 0, 2, 2, 0, 0, 4, 332, N/A, N/A, DOWN, 9
0, 0, 0, 0, 0, 0, 0, 16, 2, 0, 16, 2, 4, 64, 4, 4, 416, N/A, N/A, UP, 9
2, 64, 16, 16, 4, 0, 4, 2, 0, 0, 0, 4, 2, 0, 0, 0, 416, N/A, N/A, LEFT, 9
2, 64, 32, 0, 8, 2, 2, 0, 4, 0, 0, 0, 2, 0, 0, 0, 456, N/A, N/A, LEFT, 9
2, 64, 32, 0, 8, 4, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 460, N/A, N/A, UP, 9
2, 64, 32, 0, 8, 4, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 460, N/A, N/A, DOWN, 9
2, 0, 0, 0, 8, 0, 0, 0, 4, 64, 32, 0, 2, 4, 4, 4, 464, N/A, N/A, UP, 9
2, 64, 32, 4, 8, 4, 4, 0, 4, 0, 0, 0, 2, 0, 0, 2, 464, N/A, N/A, RIGHT, 9
2, 64, 32, 4, 0, 0, 0, 16, 0, 0, 0, 4, 2, 0, 0, 4, 492, N/A, N/A, DOWN, 9
0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 16, 4, 64, 32, 8, 504, N/A, N/A, LEFT, 9
2, 0, 0, 0, 4, 0, 0, 0, 2, 16, 0, 0, 4, 64, 32, 8, 504, N/A, N/A, RIGHT, 9
0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 2, 16, 4, 64, 32, 8, 504, N/A, N/A, UP, 9
4, 64, 4, 2, 0, 0, 32, 4, 2, 0, 0, 16, 0, 0, 0, 8, 508, N/A, N/A, UP, 9
4, 64, 4, 2, 2, 0, 32, 4, 0, 0, 2, 16, 0, 0, 0, 8, 508, N/A, N/A, LEFT, 9
4, 64, 4, 2, 2, 32, 4, 0, 2, 16, 2, 0, 8, 0, 0, 0, 508, N/A, N/A, RIGHT, 9
4, 64, 4, 2, 0, 2, 32, 4, 0, 2, 16, 2, 0, 0, 2, 8, 508, N/A, N/A, LEFT, 9
4, 64, 4, 2, 2, 32, 4, 0, 2, 16, 2, 0, 2, 8, 0, 2, 508, N/A, N/A, UP, 9
4, 64, 8, 4, 4, 32, 2, 0, 2, 16, 0, 2, 0, 8, 0, 0, 524, N/A, N/A, LEFT, 9
4, 64, 8, 4, 4, 32, 2, 0, 2, 16, 2, 0, 8, 2, 0, 0, 524, N/A, N/A, UP, 9
8, 64, 8, 4, 2, 32, 4, 0, 8, 16, 2, 0, 0, 2, 0, 0, 536, N/A, N/A, LEFT, 9
8, 64, 8, 4, 2, 32, 4, 0, 8, 16, 2, 0, 2, 2, 0, 0, 536, N/A, N/A, LEFT, 9
8, 64, 8, 4, 2, 32, 4, 2, 8, 16, 2, 0, 4, 0, 0, 0, 540, N/A, N/A, RIGHT, 9
8, 64, 8, 4, 2, 32, 4, 2, 4, 8, 16, 2, 0, 0, 0, 4, 540, N/A, N/A, DOWN, 9
0, 0, 0, 2, 8, 64, 8, 0, 2, 32, 4, 8, 4, 8, 16, 4, 552, N/A, N/A, UP, 9
8, 64, 8, 2, 2, 32, 4, 8, 4, 8, 16, 4, 2, 0, 0, 0, 552, N/A, N/A, RIGHT, 9
8, 64, 8, 2, 2, 32, 4, 8, 4, 8, 16, 4, 0, 2, 0, 2, 552, N/A, N/A, RIGHT, 9
8, 64, 8, 2, 2, 32, 4, 8, 4, 8, 16, 4, 0, 2, 0, 4, 556, N/A, N/A, RIGHT, 9
8, 64, 8, 2, 2, 32, 4, 8, 4, 8, 16, 4, 4, 0, 2, 4, 556, N/A, N/A, DOWN, 9
0, 0, 8, 0, 8, 64, 4, 2, 2, 32, 16, 2, 8, 8, 2, 16, 588, N/A, N/A, LEFT, 9
8, 2, 0, 0, 8, 64, 4, 2, 2, 32, 16, 2, 16, 2, 16, 0, 604, N/A, N/A, RIGHT, 9
2, 0, 8, 2, 8, 64, 4, 2, 2, 32, 16, 2, 0, 16, 2, 16, 604, N/A, N/A, RIGHT, 9
0, 2, 8, 2, 8, 64, 4, 2, 2, 32, 16, 2, 2, 16, 2, 16, 604, N/A, N/A, UP, 9
8, 2, 8, 4, 4, 64, 4, 2, 0, 32, 16, 16, 0, 16, 2, 2, 612, N/A, N/A, DOWN, 9
4, 2, 8, 4, 0, 64, 4, 2, 8, 32, 16, 16, 4, 16, 2, 2, 612, N/A, N/A, LEFT, 9
4, 2, 8, 4, 64, 4, 2, 2, 8, 32, 32, 0, 4, 16, 4, 0, 648, N/A, N/A, DOWN, 9
4, 2, 8, 2, 64, 4, 2, 0, 8, 32, 32, 4, 4, 16, 4, 2, 648, N/A, N/A, UP, 9
4, 2, 8, 2, 64, 4, 2, 4, 8, 32, 32, 2, 4, 16, 4, 2, 648, N/A, N/A, UP, 9
4, 2, 8, 2, 64, 4, 2, 4, 8, 32, 32, 4, 4, 16, 4, 2, 652, N/A, N/A, DOWN, 9
4, 2, 8, 2, 64, 4, 2, 2, 8, 32, 32, 8, 4, 16, 4, 2, 660, N/A, N/A, RIGHT, 9
4, 2, 8, 2, 0, 0, 64, 8, 2, 8, 64, 8, 4, 16, 4, 2, 736, N/A, N/A, DOWN, 9
2, 0, 0, 0, 4, 2, 8, 2, 2, 8, 128, 16, 4, 16, 4, 2, 880, N/A, N/A, RIGHT, 9
0, 2, 0, 2, 4, 2, 8, 2, 2, 8, 128, 16, 4, 16, 4, 2, 880, N/A, N/A, RIGHT, 9
2, 0, 0, 4, 4, 2, 8, 2, 2, 8, 128, 16, 4, 16, 4, 2, 884, N/A, N/A, UP, 9
2, 2, 8, 4, 4, 8, 128, 2, 2, 16, 4, 16, 4, 0, 2, 2, 884, N/A, N/A, RIGHT, 9
2, 4, 8, 4, 4, 8, 128, 2, 2, 16, 4, 16, 0, 0, 0, 8, 900, N/A, N/A, DOWN, 9
0, 0, 2, 4, 2, 4, 8, 2, 4, 8, 128, 16, 2, 16, 4, 8, 900, N/A, N/A, UP, 9
2, 4, 2, 4, 4, 8, 8, 2, 2, 16, 128, 16, 0, 2, 4, 8, 900, N/A, N/A, RIGHT, 9
2, 4, 2, 4, 0, 4, 16, 2, 2, 16, 128, 16, 2, 2, 4, 8, 916, N/A, N/A, UP, 9
4, 8, 2, 4, 2, 16, 16, 2, 0, 2, 128, 16, 0, 2, 4, 8, 928, N/A, N/A, UP, 9
4, 8, 2, 4, 2, 16, 16, 2, 0, 4, 128, 16, 4, 0, 4, 8, 932, N/A, N/A, UP, 9
4, 8, 2, 4, 2, 16, 16, 2, 4, 4, 128, 16, 2, 0, 4, 8, 932, N/A, N/A, LEFT, 9
4, 8, 2, 4, 2, 32, 2, 0, 8, 128, 16, 0, 2, 4, 8, 2, 972, N/A, N/A, UP, 9
4, 8, 4, 4, 2, 32, 16, 2, 8, 128, 8, 2, 2, 4, 0, 0, 976, N/A, N/A, DOWN, 9
4, 8, 0, 0, 2, 32, 4, 2, 8, 128, 16, 0, 2, 4, 8, 8, 988, N/A, N/A, UP, 9
4, 8, 4, 2, 2, 32, 16, 8, 8, 128, 8, 4, 2, 4, 0, 0, 988, N/A, N/A, DOWN, 9
4, 8, 0, 2, 2, 32, 4, 2, 8, 128, 16, 8, 2, 4, 8, 4, 988, N/A, N/A, UP, 9
4, 8, 4, 4, 2, 32, 16, 8, 8, 128, 8, 4, 2, 4, 2, 0, 992, N/A, N/A, DOWN, 9
4, 8, 4, 2, 2, 32, 16, 4, 8, 128, 8, 8, 2, 4, 2, 4, 992, N/A, N/A, RIGHT, 9
4, 8, 4, 2, 2, 32, 16, 4, 2, 8, 128, 16, 2, 4, 2, 4, 1008, N/A, N/A, DOWN, 9
4, 8, 4, 2, 4, 32, 16, 4, 2, 8, 128, 16, 4, 4, 2, 4, 1012, N/A, N/A, DOWN, 9
2, 8, 4, 2, 8, 32, 16, 4, 2, 8, 128, 16, 4, 4, 2, 4, 1020, N/A, N/A, RIGHT, 9
2, 8, 4, 2, 8, 32, 16, 4, 2, 8, 128, 16, 2, 8, 2, 4, 1028, N/A, N/A, UP, 9
2, 8, 4, 2, 8, 32, 16, 4, 4, 16, 128, 16, 0, 2, 2, 4, 1048, N/A, N/A, RIGHT, 9
2, 8, 4, 2, 8, 32, 16, 4, 4, 16, 128, 16, 2, 0, 4, 4, 1052, N/A, N/A, LEFT, 9
2, 8, 4, 2, 8, 32, 16, 4, 4, 16, 128, 16, 2, 8, 0, 2, 1060, N/A, N/A, LEFT, 9
2, 8, 4, 2, 8, 32, 16, 4, 4, 16, 128, 16, 2, 8, 2, 2, 1060, N/A, N/A, LEFT, 9
